"challenge","deltas"
"00011010","3.504,3.504,3.504,3.504,3.504,3.504,3.504,3.504,3.504,3.504"
"00011011","-0.4686,-0.4686,-0.4686,-0.4686,-0.4686,-0.4686,-0.4686,-0.4686,-0.4686,-0.4686"
"00011100","19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7,19.7"
"00011101","-16.53,-16.53,-16.53,-16.53,-16.53,-16.53,-16.53,-16.53,-16.53,-16.53"
"00011110","-41.66,-41.66,-41.66,-41.66,-41.66,-41.66,-41.66,-41.66,-41.66,-41.66"
"00011111","45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4,45.4"
"00100000","13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71,13.71"
"00100001","-10.6,-10.6,-10.6,-10.6,-10.6,-10.6,-10.6,-10.6,-10.6,-10.6"
"00100010","-36.13,-36.13,-36.13,-36.13,-36.13,-36.13,-36.13,-36.13,-36.13,-36.13"
"00100011","40.26,40.26,40.26,40.26,40.26,40.26,40.26,40.26,40.26,40.26"
"00100100","-23.94,-23.94,-23.94,-23.94,-23.94,-23.94,-23.94,-23.94,-23.94,-23.94"
"00100101","28.51,28.51,28.51,28.51,28.51,28.51,28.51,28.51,28.51,28.51"
"00100110","-0.1959,-0.1959,-0.1959,-0.1959,-0.1959,-0.1959,-0.1959,-0.1959,-0.1959,-0.1959"
"00100111","3.259,3.259,3.259,3.259,3.259,3.259,3.259,3.259,3.259,3.259"
"00101000","-24.65,-24.65,-24.65,-24.65,-24.65,-24.65,-24.65,-24.65,-24.65,-24.65"
"00101001","29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28,29.28"
"00101010","0.3179,0.3179,0.3179,0.3179,0.3179,0.3179,0.3179,0.3179,0.3179,0.3179"
"00101011","2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735,2.735"
"00101100","14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83,14.83"
"00101101","-11.73,-11.73,-11.73,-11.73,-11.73,-11.73,-11.73,-11.73,-11.73,-11.73"
"00101110","-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0,-37.0"
"00101111","41.08,41.08,41.08,41.08,41.08,41.08,41.08,41.08,41.08,41.08"
"00110000","19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0"
"00110001","-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8,-15.8"
"00110010","-41.05,-41.05,-41.05,-41.05,-41.05,-41.05,-41.05,-41.05,-41.05,-41.05"
"00110011","44.82,44.82,44.82,44.82,44.82,44.82,44.82,44.82,44.82,44.82"
"00110100","-28.45,-28.45,-28.45,-28.45,-28.45,-28.45,-28.45,-28.45,-28.45,-28.45"
"00110101","32.46,32.46,32.46,32.46,32.46,32.46,32.46,32.46,32.46,32.46"
"00110110","3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405,3.405"
"00110111","-0.3593,-0.3593,-0.3593,-0.3593,-0.3593,-0.3593,-0.3593,-0.3593,-0.3593,-0.3593"
"00111000","-28.84,-28.84,-28.84,-28.84,-28.84,-28.84,-28.84,-28.84,-28.84,-28.84"
"00111001","32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85,32.85"
"00111010","3.852,3.852,3.852,3.852,3.852,3.852,3.852,3.852,3.852,3.852"
"00111011","-0.8118,-0.8118,-0.8118,-0.8118,-0.8118,-0.8118,-0.8118,-0.8118,-0.8118,-0.8118"
"00111100","20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28,20.28"
"00111101","-17.11,-17.11,-17.11,-17.11,-17.11,-17.11,-17.11,-17.11,-17.11,-17.11"
"00111110","-42.23,-42.23,-42.23,-42.23,-42.23,-42.23,-42.23,-42.23,-42.23,-42.23"
"00111111","45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96"
"01000000","15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38,15.38"
"01000001","-12.23,-12.23,-12.23,-12.23,-12.23,-12.23,-12.23,-12.23,-12.23,-12.23"
"01000010","-37.63,-37.63,-37.63,-37.63,-37.63,-37.63,-37.63,-37.63,-37.63,-37.63"
"01000011","41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64,41.64"
"01000100","-25.86,-25.86,-25.86,-25.86,-25.86,-25.86,-25.86,-25.86,-25.86,-25.86"
"01000101","30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21"
"01000110","1.079,1.079,1.079,1.079,1.079,1.079,1.079,1.079,1.079,1.079"
"01000111","1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91,1.91"
"01001000","-26.9,-26.9,-26.9,-26.9,-26.9,-26.9,-26.9,-26.9,-26.9,-26.9"
"01001001","31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03,31.03"
"01001010","1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881,1.881"
"01001011","1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096,1.096"
"01001100","17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11,17.11"
"01001101","-13.95,-13.95,-13.95,-13.95,-13.95,-13.95,-13.95,-13.95,-13.95,-13.95"
"01001110","-39.13,-39.13,-39.13,-39.13,-39.13,-39.13,-39.13,-39.13,-39.13,-39.13"
"01001111","43.05,43.05,43.05,43.05,43.05,43.05,43.05,43.05,43.05,43.05"
"01010000","9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3,9.3"
"01010001","-6.353,-6.353,-6.353,-6.353,-6.353,-6.353,-6.353,-6.353,-6.353,-6.353"
"01010010","-32.56,-32.56,-32.56,-32.56,-32.56,-32.56,-32.56,-32.56,-32.56,-32.56"
"01010011","36.73,36.73,36.73,36.73,36.73,36.73,36.73,36.73,36.73,36.73"
"01010100","-18.33,-18.33,-18.33,-18.33,-18.33,-18.33,-18.33,-18.33,-18.33,-18.33"
"01010101","22.18,22.18,22.18,22.18,22.18,22.18,22.18,22.18,22.18,22.18"
"01010110","-5.428,-5.428,-5.428,-5.428,-5.428,-5.428,-5.428,-5.428,-5.428,-5.428"
"01010111","7.758,7.758,7.758,7.758,7.758,7.758,7.758,7.758,7.758,7.758"
"01011000","-19.03,-19.03,-19.03,-19.03,-19.03,-19.03,-19.03,-19.03,-19.03,-19.03"
"01011001","22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95,22.95"
"01011010","-4.852,-4.852,-4.852,-4.852,-4.852,-4.852,-4.852,-4.852,-4.852,-4.852"
"01011011","7.257,7.257,7.257,7.257,7.257,7.257,7.257,7.257,7.257,7.257"
"01011100","10.23,10.23,10.23,10.23,10.23,10.23,10.23,10.23,10.23,10.23"
"01011101","-7.247,-7.247,-7.247,-7.247,-7.247,-7.247,-7.247,-7.247,-7.247,-7.247"
"01011110","-33.11,-33.11,-33.11,-33.11,-33.11,-33.11,-33.11,-33.11,-33.11,-33.11"
"01011111","37.29,37.29,37.29,37.29,37.29,37.29,37.29,37.29,37.29,37.29"
"01100000","6.573,6.573,6.573,6.573,6.573,6.573,6.573,6.573,6.573,6.573"
"01100001","-3.756,-3.756,-3.756,-3.756,-3.756,-3.756,-3.756,-3.756,-3.756,-3.756"
"01100010","-31.03,-31.03,-31.03,-31.03,-31.03,-31.03,-31.03,-31.03,-31.03,-31.03"
"01100011","35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12"
"01100100","-13.76,-13.76,-13.76,-13.76,-13.76,-13.76,-13.76,-13.76,-13.76,-13.76"
"01100101","17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35,17.35"
"01100110","-9.393,-9.393,-9.393,-9.393,-9.393,-9.393,-9.393,-9.393,-9.393,-9.393"
"01100111","12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21,12.21"
"01101000","-14.93,-14.93,-14.93,-14.93,-14.93,-14.93,-14.93,-14.93,-14.93,-14.93"
"01101001","18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6"
"01101010","-8.471,-8.471,-8.471,-8.471,-8.471,-8.471,-8.471,-8.471,-8.471,-8.471"
"01101011","11.07,11.07,11.07,11.07,11.07,11.07,11.07,11.07,11.07,11.07"
"01101100","7.608,7.608,7.608,7.608,7.608,7.608,7.608,7.608,7.608,7.608"
"01101101","-4.746,-4.746,-4.746,-4.746,-4.746,-4.746,-4.746,-4.746,-4.746,-4.746"
"01101110","-31.68,-31.68,-31.68,-31.68,-31.68,-31.68,-31.68,-31.68,-31.68,-31.68"
"01101111","35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81,35.81"
"01110000","20.21,20.21,20.21,20.21,20.21,20.21,20.21,20.21,20.21,20.21"
"01110001","-17.02,-17.02,-17.02,-17.02,-17.02,-17.02,-17.02,-17.02,-17.02,-17.02"
"01110010","-42.24,-42.24,-42.24,-42.24,-42.24,-42.24,-42.24,-42.24,-42.24,-42.24"
"01110011","45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96,45.96"
"01110100","-29.03,-29.03,-29.03,-29.03,-29.03,-29.03,-29.03,-29.03,-29.03,-29.03"
"01110101","33.03,33.03,33.03,33.03,33.03,33.03,33.03,33.03,33.03,33.03"
"01110110","4.119,4.119,4.119,4.119,4.119,4.119,4.119,4.119,4.119,4.119"
"01110111","-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04,-1.04"
"01111000","-29.71,-29.71,-29.71,-29.71,-29.71,-29.71,-29.71,-29.71,-29.71,-29.71"
"01111001","33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75"
"01111010","5.008,5.008,5.008,5.008,5.008,5.008,5.008,5.008,5.008,5.008"
"01111011","-1.869,-1.869,-1.869,-1.869,-1.869,-1.869,-1.869,-1.869,-1.869,-1.869"
"01111100","22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02,22.02"
"01111101","-18.89,-18.89,-18.89,-18.89,-18.89,-18.89,-18.89,-18.89,-18.89,-18.89"
"01111110","-44.03,-44.03,-44.03,-44.03,-44.03,-44.03,-44.03,-44.03,-44.03,-44.03"
"01111111","47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69,47.69"
"10000000","13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48,13.48"
"10000001","-10.38,-10.38,-10.38,-10.38,-10.38,-10.38,-10.38,-10.38,-10.38,-10.38"
"10000010","-35.94,-35.94,-35.94,-35.94,-35.94,-35.94,-35.94,-35.94,-35.94,-35.94"
"10000011","40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06,40.06"
"10000100","-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68,-23.68"
"10000101","28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21,28.21"
"10000110","-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39,-0.39"
"10000111","3.471,3.471,3.471,3.471,3.471,3.471,3.471,3.471,3.471,3.471"
"10001000","-24.35,-24.35,-24.35,-24.35,-24.35,-24.35,-24.35,-24.35,-24.35,-24.35"
"10001001","29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0"
"10001010","0.1223,0.1223,0.1223,0.1223,0.1223,0.1223,0.1223,0.1223,0.1223,0.1223"
"10001011","2.933,2.933,2.933,2.933,2.933,2.933,2.933,2.933,2.933,2.933"
"10001100","14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61,14.61"
"10001101","-11.49,-11.49,-11.49,-11.49,-11.49,-11.49,-11.49,-11.49,-11.49,-11.49"
"10001110","-36.78,-36.78,-36.78,-36.78,-36.78,-36.78,-36.78,-36.78,-36.78,-36.78"
"10001111","40.89,40.89,40.89,40.89,40.89,40.89,40.89,40.89,40.89,40.89"
"10010000","18.44,18.44,18.44,18.44,18.44,18.44,18.44,18.44,18.44,18.44"
"10010001","-15.25,-15.25,-15.25,-15.25,-15.25,-15.25,-15.25,-15.25,-15.25,-15.25"
"10010010","-40.51,-40.51,-40.51,-40.51,-40.51,-40.51,-40.51,-40.51,-40.51,-40.51"
"10010011","44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3,44.3"
"10010100","-28.15,-28.15,-28.15,-28.15,-28.15,-28.15,-28.15,-28.15,-28.15,-28.15"
"10010101","32.15,32.15,32.15,32.15,32.15,32.15,32.15,32.15,32.15,32.15"
"10010110","3.062,3.062,3.062,3.062,3.062,3.062,3.062,3.062,3.062,3.062"
"10010111","-0.03444,-0.03444,-0.03444,-0.03444,-0.03444,-0.03444,-0.03444,-0.03444,-0.03444,-0.03444"
"10011000","-28.55,-28.55,-28.55,-28.55,-28.55,-28.55,-28.55,-28.55,-28.55,-28.55"
"10011001","32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54,32.54"
"10011010","3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517,3.517"
"10011011","-0.4642,-0.4642,-0.4642,-0.4642,-0.4642,-0.4642,-0.4642,-0.4642,-0.4642,-0.4642"
"10011100","19.71,19.71,19.71,19.71,19.71,19.71,19.71,19.71,19.71,19.71"
"10011101","-16.54,-16.54,-16.54,-16.54,-16.54,-16.54,-16.54,-16.54,-16.54,-16.54"
"10011110","-41.67,-41.67,-41.67,-41.67,-41.67,-41.67,-41.67,-41.67,-41.67,-41.67"
"10011111","45.43,45.43,45.43,45.43,45.43,45.43,45.43,45.43,45.43,45.43"
"10100000","13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77,13.77"
"10100001","-10.67,-10.67,-10.67,-10.67,-10.67,-10.67,-10.67,-10.67,-10.67,-10.67"
"10100010","-36.21,-36.21,-36.21,-36.21,-36.21,-36.21,-36.21,-36.21,-36.21,-36.21"
"10100011","40.32,40.32,40.32,40.32,40.32,40.32,40.32,40.32,40.32,40.32"
"10100100","-24.02,-24.02,-24.02,-24.02,-24.02,-24.02,-24.02,-24.02,-24.02,-24.02"
"10100101","28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62,28.62"
"10100110","-0.127,-0.127,-0.127,-0.127,-0.127,-0.127,-0.127,-0.127,-0.127,-0.127"
"10100111","3.189,3.189,3.189,3.189,3.189,3.189,3.189,3.189,3.189,3.189"
"10101000","-24.73,-24.73,-24.73,-24.73,-24.73,-24.73,-24.73,-24.73,-24.73,-24.73"
"10101001","29.36,29.36,29.36,29.36,29.36,29.36,29.36,29.36,29.36,29.36"
"10101010","0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38"
"10101011","2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657,2.657"
"10101100","14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.92,14.92"
"10101101","-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8,-11.8"
"10101110","-37.07,-37.07,-37.07,-37.07,-37.07,-37.07,-37.07,-37.07,-37.07,-37.07"
"10101111","41.14,41.14,41.14,41.14,41.14,41.14,41.14,41.14,41.14,41.14"
"10110000","18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9"
"10110001","-15.7,-15.7,-15.7,-15.7,-15.7,-15.7,-15.7,-15.7,-15.7,-15.7"
"10110010","-40.95,-40.95,-40.95,-40.95,-40.95,-40.95,-40.95,-40.95,-40.95,-40.95"
"10110011","44.73,44.73,44.73,44.73,44.73,44.73,44.73,44.73,44.73,44.73"
"10110100","-28.39,-28.39,-28.39,-28.39,-28.39,-28.39,-28.39,-28.39,-28.39,-28.39"
"10110101","32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4,32.4"
"10110110","3.358,3.358,3.358,3.358,3.358,3.358,3.358,3.358,3.358,3.358"
"10110111","-0.3113,-0.3113,-0.3113,-0.3113,-0.3113,-0.3113,-0.3113,-0.3113,-0.3113,-0.3113"
"10111000","-28.79,-28.79,-28.79,-28.79,-28.79,-28.79,-28.79,-28.79,-28.79,-28.79"
"10111001","32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8,32.8"
"10111010","3.791,3.791,3.791,3.791,3.791,3.791,3.791,3.791,3.791,3.791"
"10111011","-0.7542,-0.7542,-0.7542,-0.7542,-0.7542,-0.7542,-0.7542,-0.7542,-0.7542,-0.7542"
"10111100","20.17,20.17,20.17,20.17,20.17,20.17,20.17,20.17,20.17,20.17"
"10111101","-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0"
"10111110","-42.12,-42.12,-42.12,-42.12,-42.12,-42.12,-42.12,-42.12,-42.12,-42.12"
"10111111","45.87,45.87,45.87,45.87,45.87,45.87,45.87,45.87,45.87,45.87"
"11000000","15.42,15.42,15.42,15.42,15.42,15.42,15.42,15.42,15.42,15.42"
"11000001","-12.26,-12.26,-12.26,-12.26,-12.26,-12.26,-12.26,-12.26,-12.26,-12.26"
"11000010","-37.66,-37.66,-37.66,-37.66,-37.66,-37.66,-37.66,-37.66,-37.66,-37.66"
"11000011","41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67,41.67"
"11000100","-25.89,-25.89,-25.89,-25.89,-25.89,-25.89,-25.89,-25.89,-25.89,-25.89"
"11000101","30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21,30.21"
"11000110","1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103,1.103"
"11000111","1.898,1.898,1.898,1.898,1.898,1.898,1.898,1.898,1.898,1.898"
"11001000","-26.93,-26.93,-26.93,-26.93,-26.93,-26.93,-26.93,-26.93,-26.93,-26.93"
"11001001","31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05,31.05"
"11001010","1.913,1.913,1.913,1.913,1.913,1.913,1.913,1.913,1.913,1.913"
"11001011","1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094,1.094"
"11001100","17.14,17.14,17.14,17.14,17.14,17.14,17.14,17.14,17.14,17.14"
"11001101","-13.98,-13.98,-13.98,-13.98,-13.98,-13.98,-13.98,-13.98,-13.98,-13.98"
"11001110","-39.16,-39.16,-39.16,-39.16,-39.16,-39.16,-39.16,-39.16,-39.16,-39.16"
"11001111","43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06,43.06"
"11010000","9.284,9.284,9.284,9.284,9.284,9.284,9.284,9.284,9.284,9.284"
"11010001","-6.34,-6.34,-6.34,-6.34,-6.34,-6.34,-6.34,-6.34,-6.34,-6.34"
"11010010","-32.56,-32.56,-32.56,-32.56,-32.56,-32.56,-32.56,-32.56,-32.56,-32.56"
"11010011","36.73,36.73,36.73,36.73,36.73,36.73,36.73,36.73,36.73,36.73"
"11010100","-18.31,-18.31,-18.31,-18.31,-18.31,-18.31,-18.31,-18.31,-18.31,-18.31"
"11010101","22.16,22.16,22.16,22.16,22.16,22.16,22.16,22.16,22.16,22.16"
"11010110","-5.457,-5.457,-5.457,-5.457,-5.457,-5.457,-5.457,-5.457,-5.457,-5.457"
"11010111","7.784,7.784,7.784,7.784,7.784,7.784,7.784,7.784,7.784,7.784"
"11011000","-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0"
"11011001","22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92,22.92"
"11011010","-4.875,-4.875,-4.875,-4.875,-4.875,-4.875,-4.875,-4.875,-4.875,-4.875"
"11011011","7.279,7.279,7.279,7.279,7.279,7.279,7.279,7.279,7.279,7.279"
"11011100","10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18,10.18"
"11011101","-7.225,-7.225,-7.225,-7.225,-7.225,-7.225,-7.225,-7.225,-7.225,-7.225"
"11011110","-33.1,-33.1,-33.1,-33.1,-33.1,-33.1,-33.1,-33.1,-33.1,-33.1"
"11011111","37.28,37.28,37.28,37.28,37.28,37.28,37.28,37.28,37.28,37.28"
"11100000","6.569,6.569,6.569,6.569,6.569,6.569,6.569,6.569,6.569,6.569"
"11100001","-3.737,-3.737,-3.737,-3.737,-3.737,-3.737,-3.737,-3.737,-3.737,-3.737"
"11100010","-31.01,-31.01,-31.01,-31.01,-31.01,-31.01,-31.01,-31.01,-31.01,-31.01"
"11100011","35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12,35.12"
"11100100","-13.72,-13.72,-13.72,-13.72,-13.72,-13.72,-13.72,-13.72,-13.72,-13.72"
"11100101","17.32,17.32,17.32,17.32,17.32,17.32,17.32,17.32,17.32,17.32"
"11100110","-9.421,-9.421,-9.421,-9.421,-9.421,-9.421,-9.421,-9.421,-9.421,-9.421"
"11100111","12.23,12.23,12.23,12.23,12.23,12.23,12.23,12.23,12.23,12.23"
"11101000","-14.9,-14.9,-14.9,-14.9,-14.9,-14.9,-14.9,-14.9,-14.9,-14.9"
"11101001","18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56,18.56"
"11101010","-8.511,-8.511,-8.511,-8.511,-8.511,-8.511,-8.511,-8.511,-8.511,-8.511"
"11101011","11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11,11.11"
"11101100","7.588,7.588,7.588,7.588,7.588,7.588,7.588,7.588,7.588,7.588"
"11101101","-4.731,-4.731,-4.731,-4.731,-4.731,-4.731,-4.731,-4.731,-4.731,-4.731"
"11101110","-31.67,-31.67,-31.67,-31.67,-31.67,-31.67,-31.67,-31.67,-31.67,-31.67"
"11101111","35.79,35.79,35.79,35.79,35.79,35.79,35.79,35.79,35.79,35.79"
"11110000","20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25,20.25"
"11110001","-17.07,-17.07,-17.07,-17.07,-17.07,-17.07,-17.07,-17.07,-17.07,-17.07"
"11110010","-42.29,-42.29,-42.29,-42.29,-42.29,-42.29,-42.29,-42.29,-42.29,-42.29"
"11110011","46.01,46.01,46.01,46.01,46.01,46.01,46.01,46.01,46.01,46.01"
"11110100","-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05,-29.05"
"11110101","33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06,33.06"
"11110110","4.164,4.164,4.164,4.164,4.164,4.164,4.164,4.164,4.164,4.164"
"11110111","-1.064,-1.064,-1.064,-1.064,-1.064,-1.064,-1.064,-1.064,-1.064,-1.064"
"11111000","-29.74,-29.74,-29.74,-29.74,-29.74,-29.74,-29.74,-29.74,-29.74,-29.74"
"11111001","33.77,33.77,33.77,33.77,33.77,33.77,33.77,33.77,33.77,33.77"
"11111010","5.034,5.034,5.034,5.034,5.034,5.034,5.034,5.034,5.034,5.034"
"11111011","-1.885,-1.885,-1.885,-1.885,-1.885,-1.885,-1.885,-1.885,-1.885,-1.885"
"11111100","22.07,22.07,22.07,22.07,22.07,22.07,22.07,22.07,22.07,22.07"
"11111101","-18.93,-18.93,-18.93,-18.93,-18.93,-18.93,-18.93,-18.93,-18.93,-18.93"
"11111110","-44.08,-44.08,-44.08,-44.08,-44.08,-44.08,-44.08,-44.08,-44.08,-44.08"
"11111111","47.75,47.75,47.75,47.75,47.75,47.75,47.75,47.75,47.75,47.75"
